"FREE_TEXT_CONDITION_ID","CONDITION","CARDIOLOGY","DERMATOLOGY","ENDOCRINOLOGY","GI_HEPATOLOGY","IMMUNO_RHEUMATOLOGY","INFECTIOUS_DISEASES","NEPHROLOGY","NEUROLOGY","PSYCH_GENERAL","PSYCH_SPECIFIC","ONCOLOGY_GENERAL","ONCOLOGY_SPECIFIC","OTOLARYNGOLOGY","PULMONARY_MEDICINE","REPRODUCTIVE_MEDICINE","PAD","PVD","BONE_GENERAL","BONE_SPECIFIC","DIABETES_GENERAL","DIABETES_SPECIFIC","THYROID_GENERAL","HEPATOLOGY_SPECIFIC"
142,"Plaque Psoriasis","N","y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
143,"Small Cell Lung Cancer","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
144,"Allergic Conjunctivitis","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
145,"Diabetic Nephropathy","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N"
146,"Sleep Apnea","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N"
147,"Inflammatory Bowel Disease","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
148,"Osteopenia","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N"
149,"Peripheral Vascular Disease","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","M","N","N","N","N","N","N"
150,"Renal Impairment","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
151,"Bipolar Depression","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
152,"Cerebrovascular Accident","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N"
153,"Diabetes Mellitus Type 2","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N"
154,"End-Stage Renal Disease","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","M","M","N","N","N","N","N","N"
155,"Hepatitis C Virus","N","N","N","Y","N","y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
156,"PTSD","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
157,"Uterine Fibroids","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
158,"Wounds","N","y","N","N","N","N","N","N","N","N","N","N","N","N","N","M","N","N","N","N","N","N","N"
159,"Follicular Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
160,"Iron Deficiency Anemia","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
161,"Kidney Transplant","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
162,"Renal Transplantation","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
163,"Seasonal Influenza","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
164,"Squamous Cell Carcinoma","N","y","N","N","N","N","N","N","N","N","Y","Y","Y","N","Y","N","N","N","N","N","N","N","N"
165,"Unspecified Childhood Solid Tumor, Protocol Specific","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
166,"Ankylosing Spondylitis","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
167,"Lymphoproliferative Disorder","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
168,"Renal Failure","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
169,"Total Knee Arthroplasty","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
170,"Tumors","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
171,"AIDS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
172,"Age Related Macular Degeneration","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
173,"Cardiac Arrest","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
174,"Chronic Heart Failure","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
175,"Hodgkin's Disease","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
176,"Inguinal Hernia","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
177,"Iron Deficiency","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
178,"Ischemic Heart Disease","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
179,"Non-Small Cell Lung Cancer","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
180,"Perennial Allergic Rhinitis","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N"
181,"Pneumococcal Disease","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N"
182,"Secondary Hyperparathyroidism","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
183,"Trauma","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
184,"Chronic Myeloid Leukemia","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
185,"Chronic Myelomonocytic Leukemia","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
186,"Chronic Renal Failure","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
187,"Diffuse Large B-cell Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
188,"Hematologic Malignancies","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
189,"Hodgkin's Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
190,"Myeloma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
191,"Opiate Dependence","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
192,"Recurrent Grade 1 Follicular Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
193,"Recurrent Grade 2 Follicular Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
194,"Recurrent Mantle Cell Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
195,"Thyroid Cancer","N","N","Y","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","Y","N"
196,"Actinic Keratosis","N","y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
197,"Advanced Gastric Cancer","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1035,"Chronic Granulomatous Disease","N","y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1036,"Chronic Pelvic Pain Syndrome","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
1037,"Clear Cell Renal Cell Carcinoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1038,"Cognitive Development","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1039,"Community Acquired Pneumonia","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N"
1040,"Contact Dermatitis","N","y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1041,"Contact Lens Wear","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1042,"Contiguous Stage II Adult Burkitt Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1043,"Contiguous Stage II Adult Immunoblastic Large Cell Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1044,"Contiguous Stage II Adult Lymphoblastic Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1045,"Contiguous Stage II Marginal Zone Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1046,"Continuous Ambulatory Peritoneal Dialysis","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1047,"Corneal Ectasia","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","M","N","N","N","N","N","N","N"
1048,"Coronary Artery Disease (CAD)","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1049,"Coronary Artery Diseases","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1050,"Crohns Disease","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1051,"Cryptococcal Meningitis","N","N","N","N","N","y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1052,"Degenerative Spondylolisthesis","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1053,"Detrusor Overactivity","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1054,"Diabetes Mellitus, Type I","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N"
1055,"Diabetes, Type I","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N"
1056,"Diarrhoea","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1057,"Disability","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1058,"Distress","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1059,"Efficacy","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1060,"Energy Expenditure","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1061,"Esophageal Varices","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
1062,"Ewing's Sarcoma","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1063,"Extragonadal Germ Cell Tumor","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1064,"Femoral Neck Fracture","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1065,"Fibromyalgia Syndrome","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1066,"First Episode Psychosis","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1067,"Food Allergy","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1068,"GBM","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1069,"Gastrointestinal Stromal Tumor (GIST)","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1070,"Gastrointestinal Symptoms","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1071,"Gaucher Disease, Type 1","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1072,"Glucose Metabolism","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N"
1073,"HPV","N","y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
1074,"Haemodialysis","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1075,"Haemophilus Influenzae Infections","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1076,"Head & Neck Cancer","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N"
1077,"Healthy Controls","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1078,"Healthy Males","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1079,"Heart Valve Disease","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1080,"Hepatitis C Infection","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
1081,"Hiatal Hernia","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1082,"Hodgkins Disease","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1083,"Hormone-Refractory Prostate Cancer","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1084,"Human Immunodeficiency Virus (HIV)","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1085,"Hypertrophic Cardiomyopathy","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1086,"Idiopathic Membranous Nephropathy","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1087,"Impaired Fasting Glucose","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N"
1088,"In-Stent Restenosis","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N"
1089,"Inborn Errors of Metabolism","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1090,"Infantile Colic","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1091,"Infectious Diseases","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1092,"Injury","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1093,"Intraocular Melanoma","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1094,"Intrauterine Growth Retardation","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
1095,"Invasive Candidiasis","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1096,"Ischemia Reperfusion Injury","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","M","N","N","N","N","N","N","N"
1097,"Islet Cell Tumor","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1098,"Kidney Injury","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1099,"Knee Injury","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1100,"Leukemia, Lymphocytic, Chronic","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1101,"Long-term Effects Secondary to Cancer Therapy in Adults","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1102,"Low Bone Mineral Density","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N"
1103,"Lymphoblastic Leukemia","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1104,"Lymphoblastic Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1105,"Lymphoma, Small Lymphocytic","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1106,"MRSA Infection","N","y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1107,"Major Abdominal Surgery","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1108,"Major Depressive Episode","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1109,"Malignant Ascites","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1110,"Mantle-Cell Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1111,"Marginal Zone Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1112,"Metastatic Solid Tumors","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1113,"Migraine Headaches","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1114,"Mild Alzheimer's Disease","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1115,"Mild Asthma","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N"
1116,"Myalgia","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1117,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1118,"NHL","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1119,"Nasopharyngeal Cancer","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N"
1120,"Neonatal Sepsis","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1121,"Neonates","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1122,"Neoplasms, Colorectal","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1123,"Neovascular Age Related Macular Degeneration","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1124,"Neuroendocrine Tumor","N","N","Y","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1125,"Neurogenic Bladder","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1126,"Neuromuscular Disease","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1127,"Neuropathy","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1128,"Non-Hodgkin's Lymphoma (NHL)","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1129,"Non-melanomatous Skin Cancer","N","y","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1130,"Nonunion of Femoral Fractures","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1131,"Obese","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1132,"Obstructive Sleep Apnea (OSA)","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N"
1133,"Ocular Inflammation","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1134,"Opioid Abuse","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1135,"Oppositional Defiant Disorder","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1136,"Oral Contraceptive","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
1137,"Oropharyngeal Cancer","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N"
1138,"Overweight and Obesity","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1139,"Pancreatic Insufficiency","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1140,"Parenteral Nutrition Associated Liver Disease","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
1141,"Paroxysmal Nocturnal Hemoglobinuria","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1142,"Partial Onset Seizures","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1143,"Peanut Allergy","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1144,"Pediatric","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1145,"Pediculosis","N","y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1146,"Peripheral Arterial Disease (PAD)","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N"
1147,"Persistent Atrial Fibrillation","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1148,"Pharmacokinetic","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1149,"Pneumococcal Diseases","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1150,"Post Traumatic Stress Disorder","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1151,"Post-Traumatic Stress Disorders","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1152,"Postoperative","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1153,"Postoperative Cognitive Dysfunction","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1154,"Postoperative Ileus","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1155,"Posttraumatic Stress Disorder (PTSD)","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1156,"Premature Ovarian Failure","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
1157,"Preterm Delivery","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
1158,"Primary Breast Cancer","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1159,"Primary Dysmenorrhea","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
1160,"Primary Hypercholesterolemia","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1161,"Primary Hyperparathyroidism","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N"
1162,"Primary Immune Deficiency","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1163,"Procedural Sedation","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1164,"Progressive Keratoconus","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1165,"Recurrent Childhood Large Cell Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1166,"Recurrent Childhood Lymphoblastic Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1167,"Recurrent Childhood Small Noncleaved Cell Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1168,"Recurrent Colon Cancer","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1169,"Recurrent Glioblastoma","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1170,"Recurrent Malignant Testicular Germ Cell Tumor","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1171,"Recurrent Rectal Cancer","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1172,"Refractory Anemia With Ringed Sideroblasts","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1173,"Refractory Cytopenia With Multilineage Dysplasia","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1174,"Refractory Partial Seizures","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1175,"Satiety","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1176,"Schizoaffective","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1177,"Schizophrenic Disorders","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N"
1178,"Secondary Hypogonadism","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1179,"Sedentary","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1180,"Shingles","N","y","N","N","N","y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1181,"Snake Bite","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1182,"Solid Tumor Cancer","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1183,"Sore Throat","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N"
1184,"Spina Bifida","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1185,"Spinal Anesthesia","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1186,"Spondyloarthritis","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1187,"Sprain","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
1188,"Stage I Adult Burkitt Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
1189,"Stage I Adult Immunoblastic Large Cell Lymphoma","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N"
