mesh_id|mesh_term|pulmonary|transplant|year_verification
C18.452.648.189.435.825|sphingolipidoses|N|N|Both
C18.452.648.189.435.825.200|fabry disease|N|N|Both
C18.452.648.189.435.825.250|farber lipogranulomatosis|N|N|Both
C18.452.648.189.435.825.300|gangliosidoses|N|N|Both
C18.452.648.189.435.825.300.300|gangliosidoses, gm2|N|N|Both
C18.452.648.189.435.825.300.300.249|sandhoff disease|N|N|Both
C18.452.648.189.435.825.300.300.500|tay-sachs disease|N|N|Both
C18.452.648.189.435.825.300.300.750|tay-sachs disease, ab variant|N|N|Both
C18.452.648.189.435.825.300.400|gangliosidosis, gm1|N|N|Both
C18.452.648.189.435.825.300.700|sandhoff disease|N|N|Old only
C18.452.648.189.435.825.400|gaucher disease|N|N|Both
C18.452.648.189.435.825.590|leukodystrophy, globoid cell|N|N|Both
C18.452.648.189.435.825.700|niemann-pick diseases|N|N|Both
C18.452.648.189.435.825.700.500|niemann-pick disease, type a|N|N|Both
C18.452.648.189.435.825.700.750|niemann-pick disease, type b|N|N|Both
C18.452.648.189.435.825.700.875|niemann-pick disease, type c|N|N|Both
C18.452.648.189.435.825.775|sea-blue histiocyte syndrome|N|N|Both
C18.452.648.189.435.825.850|sulfatidosis|N|N|Both
C18.452.648.189.435.825.850.500|leukodystrophy, metachromatic|N|N|Both
C18.452.648.189.435.825.850.750|multiple sulfatase deficiency disease|N|N|Both
C18.452.648.189.520|maple syrup urine disease|N|N|Both
C18.452.648.189.535|melas syndrome|N|N|Both
C18.452.648.189.540|menkes kinky hair syndrome|N|N|Both
C18.452.648.189.545|merrf syndrome|N|N|Both
C18.452.648.189.593|mevalonate kinase deficiency|N|N|New only
C18.452.648.189.640|oculocerebrorenal syndrome|N|N|Both
C18.452.648.189.680|peroxisomal disorders|N|N|Old only
C18.452.648.189.680.100|adrenoleukodystrophy|N|N|Old only
C18.452.648.189.680.430|mevalonate kinase deficiency|N|N|Old only
C18.452.648.189.680.760|refsum disease|N|N|Old only
C18.452.648.189.680.865|refsum disease, infantile|N|N|Old only
C18.452.648.189.680.970|zellweger syndrome|N|N|Old only
C18.452.648.189.687|phenylketonurias|N|N|Both
C18.452.648.189.687.500|phenylketonuria, maternal|N|N|Both
C18.452.648.189.725|pyruvate carboxylase deficiency disease|N|N|Both
C18.452.648.189.750|pyruvate dehydrogenase complex deficiency disease|N|N|Both
C18.452.648.189.813|refsum disease|N|N|New only
C18.452.648.189.844|refsum disease, infantile|N|N|New only
C18.452.648.189.875|tyrosinemias|N|N|Both
C18.452.648.189.937|urea cycle disorders, inborn|N|N|Both
C18.452.648.189.937.124|argininosuccinic aciduria|N|N|Both
C18.452.648.189.937.249|carbamoyl-phosphate synthase i deficiency disease|N|N|Both
C18.452.648.189.937.374|citrullinemia|N|N|Both
C18.452.648.189.937.437|hyperargininemia|N|N|Both
C18.452.648.189.937.500|ornithine carbamoyltransferase deficiency disease|N|N|Both
C18.452.648.189.968|zellweger syndrome|N|N|New only
C18.452.648.202|carbohydrate metabolism, inborn errors|N|N|Both
C18.452.648.202.125|carbohydrate-deficient glycoprotein syndrome|N|N|Old only
C18.452.648.202.125|congenital disorders of glycosylation|N|N|New only
C18.452.648.202.251|fructose metabolism, inborn errors|N|N|Both
C18.452.648.202.251.221|fructose-1,6-diphosphatase deficiency|N|N|Both
C18.452.648.202.251.271|fructose intolerance|N|N|Both
C18.452.648.202.303|fucosidosis|N|N|Both
C18.452.648.202.355|galactosemias|N|N|Both
C18.452.648.202.402|glucosephosphate dehydrogenase deficiency|N|N|Both
C18.452.648.202.449|glycogen storage disease|N|N|Both
C18.452.648.202.449.448|glycogen storage disease type i|N|N|Both
C18.452.648.202.449.500|glycogen storage disease type ii|N|N|Both
C18.452.648.202.449.510|glycogen storage disease type iib|N|N|Both
C18.452.648.202.449.520|glycogen storage disease type iii|N|N|Both
C18.452.648.202.449.540|glycogen storage disease type iv|N|N|Both
C18.452.648.202.449.560|glycogen storage disease type v|N|N|Both
C18.452.648.202.449.580|glycogen storage disease type vi|N|N|Both
C18.452.648.202.449.600|glycogen storage disease type vii|N|N|Both
C18.452.648.202.449.620|glycogen storage disease type viii|N|N|Both
C18.452.648.202.460|hyperoxaluria, primary|N|N|Both
C18.452.648.202.589|lactose intolerance|N|N|Both
C18.452.648.202.607|mannosidase deficiency diseases|N|N|Both
C18.452.648.202.607.500|alpha-mannosidosis|N|N|Both
C18.452.648.202.607.750|beta-mannosidosis|N|N|Both
C18.452.648.202.670|mucolipidoses|N|N|Both
C18.452.648.202.715|mucopolysaccharidoses|N|N|Both
C18.452.648.202.715.640|mucopolysaccharidosis i|N|N|Both
C18.452.648.202.715.645|mucopolysaccharidosis ii|N|N|Both
C18.452.648.202.715.650|mucopolysaccharidosis iii|N|N|Both
C18.452.648.202.715.655|mucopolysaccharidosis iv|N|N|Both
C18.452.648.202.715.670|mucopolysaccharidosis vi|N|N|Both
C18.452.648.202.715.675|mucopolysaccharidosis vii|N|N|Both
C18.452.648.202.720|multiple carboxylase deficiency|N|N|Both
C18.452.648.202.720.100|biotinidase deficiency|N|N|Both
C18.452.648.202.720.380|holocarboxylase synthetase deficiency|N|N|Both
C18.452.648.202.810|pyruvate metabolism, inborn errors|N|N|Both
C18.452.648.202.810.444|leigh disease|N|N|Both
C18.452.648.202.810.666|pyruvate carboxylase deficiency disease|N|N|Both
C18.452.648.202.810.766|pyruvate dehydrogenase complex deficiency disease|N|N|Both
C18.452.648.300|hyperbilirubinemia, hereditary|N|N|Both
C18.452.648.300.281|crigler-najjar syndrome|N|N|Both
C18.452.648.300.528|gilbert disease|N|N|Both
C18.452.648.300.764|jaundice, chronic idiopathic|N|N|Both
C18.452.648.398|lipid metabolism, inborn errors|N|N|Both
C18.452.648.398.224|barth syndrome|N|N|Both
C18.452.648.398.450|hyperlipidemia, familial combined|N|N|Both
C18.452.648.398.465|hyperlipoproteinemia type i|N|N|Both
C18.452.648.398.481|hyperlipoproteinemia type ii|N|N|Both
C18.452.648.398.483|hyperlipoproteinemia type iii|N|N|Both
C18.452.648.398.487|hyperlipoproteinemia type iv|N|N|Both
C18.452.648.398.493|hyperlipoproteinemia type v|N|N|Both
C18.452.648.398.500|hypolipoproteinemias|N|N|Both
C18.452.648.398.500.330|hypoalphalipoproteinemias|N|N|Both
C18.452.648.398.500.330.500|lecithin acyltransferase deficiency|N|N|Old only
C18.452.648.398.500.330.500|lecithin cholesterol acyltransferase deficiency|N|N|New only
C18.452.648.398.500.330.750|tangier disease|N|N|Both
C18.452.648.398.500.440|hypobetalipoproteinemias|N|N|Both
C18.452.648.398.500.440.500|abetalipoproteinemia|N|N|Both
C18.452.648.398.641|lipidoses|N|N|Both
C18.452.648.398.641.201|cholesterol ester storage disease|N|N|Both
C18.452.648.398.641.201.500|wolman disease|N|N|Both
C18.452.648.398.641.509|neuronal ceroid-lipofuscinoses|N|N|Both
C18.452.648.398.641.723|sjogren-larsson syndrome|N|N|Both
C18.452.648.398.641.803|sphingolipidoses|N|N|Both
C18.452.648.398.641.803.300|fabry disease|N|N|Both
C18.452.648.398.641.803.325|farber lipogranulomatosis|N|N|Both
C18.452.648.398.641.803.350|gangliosidoses|N|N|Both
C18.452.648.398.641.803.350.300|gangliosidoses, gm2|N|N|Both
C18.452.648.398.641.803.350.300.700|sandhoff disease|N|N|Both
C18.452.648.398.641.803.350.300.850|tay-sachs disease|N|N|Both
C18.452.648.398.641.803.350.300.925|tay-sachs disease, ab variant|N|N|Both
C18.452.648.398.641.803.350.360|gangliosidosis, gm1|N|N|Both
C18.452.648.398.641.803.441|gaucher disease|N|N|Both
C18.452.648.398.641.803.585|leukodystrophy, globoid cell|N|N|Both
C18.452.648.398.641.803.730|niemann-pick diseases|N|N|Both
C18.452.648.398.641.803.730.500|niemann-pick disease, type a|N|N|Both
C18.452.648.398.641.803.730.750|niemann-pick disease, type b|N|N|Both
C18.452.648.398.641.803.730.875|niemann-pick disease, type c|N|N|Both
C18.452.648.398.641.803.850|sea-blue histiocyte syndrome|N|N|Both
C18.452.648.398.641.803.925|sulfatidosis|N|N|Both
C18.452.648.398.641.803.925.500|leukodystrophy, metachromatic|N|N|Both
C18.452.648.398.641.803.925.750|multiple sulfatase deficiency disease|N|N|Both
C18.452.648.398.745|lipodystrophy, congenital generalized|N|N|New only
C18.452.648.398.850|smith-lemli-opitz syndrome|N|N|Both
C18.452.648.398.925|xanthomatosis, cerebrotendinous|N|N|Both
C18.452.648.595|lysosomal storage diseases|N|N|Both
C18.452.648.595.100|aspartylglucosaminuria|N|N|Both
C18.452.648.595.201|cholesterol ester storage disease|N|N|Both
C18.452.648.595.201.500|wolman disease|N|N|Both
C18.452.648.595.377|cystinosis|N|N|Both
C18.452.648.595.554|lysosomal storage diseases, nervous system|N|N|Both
C18.452.648.595.554.295|fucosidosis|N|N|Both
C18.452.648.595.554.340|glycogen storage disease type ii|N|N|Both
C18.452.648.595.554.590|mucolipidoses|N|N|Both
C18.452.648.595.554.810|sialic acid storage disease|N|N|Both
C18.452.648.595.554.825|sphingolipidoses|N|N|Both
C18.452.648.595.554.825.200|fabry disease|N|N|Both
C18.452.648.595.554.825.250|farber lipogranulomatosis|N|N|Both
C18.452.648.595.554.825.300|gangliosidoses|N|N|Both
C18.452.648.595.554.825.300.300|gangliosidoses, gm2|N|N|Both
C18.452.648.595.554.825.300.300.800|sandhoff disease|N|N|Both
C18.452.648.595.554.825.300.300.840|tay-sachs disease|N|N|Both
C18.452.648.595.554.825.300.300.920|tay-sachs disease, ab variant|N|N|Both
C18.452.648.595.554.825.300.400|gangliosidosis, gm1|N|N|Both
C18.452.648.595.554.825.400|gaucher disease|N|N|Both
C18.452.648.595.554.825.590|leukodystrophy, globoid cell|N|N|Both
C18.452.648.595.554.825.700|niemann-pick diseases|N|N|Both
C18.452.648.595.554.825.700.500|niemann-pick disease, type a|N|N|Both
C18.452.648.595.554.825.700.750|niemann-pick disease, type b|N|N|Both
C18.452.648.595.554.825.700.875|niemann-pick disease, type c|N|N|Both
C18.452.648.595.554.825.775|sea-blue histiocyte syndrome|N|N|Both
C18.452.648.595.554.825.850|sulfatidosis|N|N|Both
C18.452.648.595.554.825.850.500|leukodystrophy, metachromatic|N|N|Both
C18.452.648.595.554.825.850.750|multiple sulfatase deficiency disease|N|N|Both
C18.452.648.595.577|mannosidase deficiency diseases|N|N|Both
C18.452.648.595.577.500|alpha-mannosidosis|N|N|Both
C18.452.648.595.577.750|beta-mannosidosis|N|N|Both
C18.452.648.595.600|mucopolysaccharidoses|N|N|Both
C18.452.648.595.600.640|mucopolysaccharidosis i|N|N|Both
C18.452.648.595.600.645|mucopolysaccharidosis ii|N|N|Both
C18.452.648.595.600.650|mucopolysaccharidosis iii|N|N|Both
C18.452.648.595.600.655|mucopolysaccharidosis iv|N|N|Both
C18.452.648.595.600.670|mucopolysaccharidosis vi|N|N|Both
C18.452.648.595.600.675|mucopolysaccharidosis vii|N|N|Both
C18.452.648.595.800|pycnodysostosis|N|N|New only
C18.452.648.618|metal metabolism, inborn errors|N|N|Both
C18.452.648.618.337|hemochromatosis|N|N|Both
C18.452.648.618.403|hepatolenticular degeneration|N|N|Both
C18.452.648.618.482|hypophosphatasia|N|N|Both
C18.452.648.618.544|hypophosphatemia, familial|N|N|Both
C18.452.648.618.544.500|familial hypophosphatemic rickets|N|N|New only
C18.452.648.618.544.500|hypophosphatemic rickets, x-linked dominant|N|N|Old only
C18.452.648.618.590|menkes kinky hair syndrome|N|N|Both
C18.452.648.618.711|paralyses, familial periodic|N|N|Both
C18.452.648.618.711.550|hypokalemic periodic paralysis|N|N|Both
C18.452.648.618.711.600|paralysis, hyperkalemic periodic|N|N|Both
C18.452.648.618.815|pseudohypoparathyroidism|N|N|Both
C18.452.648.618.815.815|pseudopseudohypoparathyroidism|N|N|Both
C18.452.648.663|peroxisomal disorders|N|N|Both
C18.452.648.663.025|acatalasia|N|N|Old only
C18.452.648.663.050|acatalasia|N|N|New only
C18.452.648.663.100|adrenoleukodystrophy|N|N|New only
C18.452.648.663.112|adrenoleukodystrophy|N|N|Old only
C18.452.648.663.200|chondrodysplasia punctata, rhizomelic|N|N|Old only
C18.452.648.663.265|chondrodysplasia punctata, rhizomelic|N|N|New only
C18.452.648.663.430|mevalonate kinase deficiency|N|N|New only
C18.452.648.663.480|mevalonate kinase deficiency|N|N|Old only
C18.452.648.663.760|refsum disease|N|N|Both
C18.452.648.663.865|refsum disease, infantile|N|N|Both
C18.452.648.663.970|zellweger syndrome|N|N|Both
C18.452.648.708|porphyrias|N|N|Old only
C18.452.648.708.250|porphyria, erythropoietic|N|N|Old only
C18.452.648.708.400|porphyrias, hepatic|N|N|Old only
C18.452.648.708.400.074|coproporphyria, hereditary|N|N|Old only
C18.452.648.708.400.150|porphyria, acute intermittent|N|N|Old only
C18.452.648.708.400.250|porphyria cutanea tarda|N|N|Old only
C18.452.648.708.400.437|porphyria, hepatoerythropoietic|N|N|Old only
C18.452.648.708.400.625|porphyria, variegate|N|N|Old only
C18.452.648.708.400.812|protoporphyria, erythropoietic|N|N|Old only
C18.452.648.753|progeria|N|N|Both
C18.452.648.798|purine-pyrimidine metabolism, inborn errors|N|N|Both
C18.452.648.798.183|dihydropyrimidine dehydrogenase deficiency|N|N|Both
C18.452.648.798.368|gout|N|N|Both
C18.452.648.798.368.410|arthritis, gouty|N|N|Both
C18.452.648.798.594|lesch-nyhan syndrome|N|N|Both
C18.452.648.861|renal tubular transport, inborn errors|N|N|Both
C18.452.648.861.093|acidosis, renal tubular|N|N|Both
C18.452.648.861.271|dent disease|N|N|New only
C18.452.648.861.450|fanconi syndrome|N|N|Both
C18.452.648.861.491|gitelman syndrome|N|N|Both
C18.452.648.861.532|glycosuria, renal|N|N|Both
C18.452.648.861.647|hypophosphatemia, familial|N|N|Both
C18.452.648.861.647.500|familial hypophosphatemic rickets|N|N|New only
C18.452.648.861.647.500|hypophosphatemic rickets, x-linked dominant|N|N|Old only
C18.452.648.861.698|liddle syndrome|N|N|Both
C18.452.648.861.750|oculocerebrorenal syndrome|N|N|Both
C18.452.648.861.770|pseudohypoaldosteronism|N|N|Both
C18.452.648.861.885|renal aminoacidurias|N|N|Both
C18.452.648.861.885.250|cystinuria|N|N|Both
C18.452.648.925|steroid metabolism, inborn errors|N|N|Both
C18.452.648.925.249|adrenal hyperplasia, congenital|N|N|Both
C18.452.648.925.324|antley-bixler syndrome phenotype|N|N|Both
C18.452.648.925.400|ichthyosis, x-linked|N|N|Both
C18.452.648.925.500|mineralocorticoid excess syndrome, apparent|N|N|Both
C18.452.648.925.875|smith-lemli-opitz syndrome|N|N|Both
C18.452.660|mitochondrial diseases|N|N|Both
C18.452.660.097|carbamoyl-phosphate synthase i deficiency disease|N|N|Both
C18.452.660.195|cytochrome-c oxidase deficiency|N|N|Both
C18.452.660.300|friedreich ataxia|N|N|Both
C18.452.660.410|kearns-sayre syndrome|N|N|New only
C18.452.660.520|leigh disease|N|N|Both
C18.452.660.560|mitochondrial myopathies|N|N|Both
C18.452.660.560.620|mitochondrial encephalomyopathies|N|N|Both
C18.452.660.560.620.520|melas syndrome|N|N|Both
C18.452.660.560.620.530|merrf syndrome|N|N|Both
C18.452.660.560.700|ophthalmoplegia, chronic progressive external|N|N|Both
C18.452.660.560.700.500|kearns-sayre syndrome|N|N|Both
C18.452.660.612|multiple acyl coenzyme a dehydrogenase deficiency|N|N|Both
C18.452.660.665|optic atrophy, autosomal dominant|N|N|Both
C18.452.660.670|optic atrophy, hereditary, leber|N|N|Both
C18.452.660.705|pyruvate carboxylase deficiency disease|N|N|Both
C18.452.660.710|pyruvate dehydrogenase complex deficiency disease|N|N|Both
C18.452.750|phosphorus metabolism disorders|N|N|Both
C18.452.750.199|hyperphosphatemia|N|N|Both
C18.452.750.400|hypophosphatemia|N|N|Both
C18.452.750.400.500|hypophosphatemia, familial|N|N|Both
C18.452.750.400.500.500|familial hypophosphatemic rickets|N|N|New only
C18.452.750.400.750|rickets, hypophosphatemic|N|N|New only
C18.452.750.400.750.500|familial hypophosphatemic rickets|N|N|New only
C18.452.811|porphyrias|N|N|Both
C18.452.811.250|porphyria, erythropoietic|N|N|Both
C18.452.811.400|porphyrias, hepatic|N|N|Both
C18.452.811.400.074|coproporphyria, hereditary|N|N|Both
C18.452.811.400.150|porphyria, acute intermittent|N|N|Both
C18.452.811.400.250|porphyria cutanea tarda|N|N|Both
C18.452.811.400.437|porphyria, hepatoerythropoietic|N|N|Both
C18.452.811.400.625|porphyria, variegate|N|N|Both
C18.452.811.400.812|protoporphyria, erythropoietic|N|N|Both
C18.452.845|proteostasis deficiencies|N|N|Both
C18.452.845.500|amyloidosis|N|N|Both
C18.452.845.500.050|amyloid neuropathies|N|N|Both
C18.452.845.500.050.050|amyloid neuropathies, familial|N|N|Both
C18.452.845.500.075|amyloidosis, familial|N|N|Both
C18.452.845.500.075.050|amyloid neuropathies, familial|N|N|Both
C18.452.845.500.075.160|cerebral amyloid angiopathy, familial|N|N|Both
C18.452.845.500.100|cerebral amyloid angiopathy|N|N|Both
C18.452.845.500.100.160|cerebral amyloid angiopathy, familial|N|N|Both
C18.452.845.800|tdp-43 proteinopathies|N|N|Both
C18.452.845.800.050|amyotrophic lateral sclerosis|N|N|Both
C18.452.845.800.300|frontotemporal lobar degeneration|N|N|Both
C18.452.845.800.300.299|frontotemporal dementia|N|N|Both
C18.452.845.800.300.600|primary progressive nonfluent aphasia|N|N|Both
C18.452.880|skin diseases, metabolic|N|N|Both
C18.452.880.391|lipodystrophy|N|N|Both
C18.452.880.391.400|hiv-associated lipodystrophy syndrome|N|N|Both
C18.452.880.391.550|lipodystrophy, congenital generalized|N|N|Both
C18.452.880.391.700|lipodystrophy, familial partial|N|N|Both
C18.452.880.495|necrobiosis lipoidica|N|N|Both
C18.452.880.617|porphyrias|N|N|Old only
C18.452.880.617.250|porphyria, erythropoietic|N|N|Old only
C18.452.880.617.400|porphyrias, hepatic|N|N|Old only
C18.452.880.617.400.074|coproporphyria, hereditary|N|N|Old only
C18.452.880.617.400.150|porphyria, acute intermittent|N|N|Old only
C18.452.880.617.400.250|porphyria cutanea tarda|N|N|Old only
C18.452.880.617.400.437|porphyria, hepatoerythropoietic|N|N|Old only
C18.452.880.617.400.625|porphyria, variegate|N|N|Old only
C18.452.880.617.400.812|protoporphyria, erythropoietic|N|N|Old only
C18.452.915|wasting syndrome|N|N|Both
C18.452.915.520|hiv wasting syndrome|N|N|Both
C18.452.950|water-electrolyte imbalance|N|N|Both
C18.452.950.179|dehydration|N|N|Both
C18.452.950.340|hypercalcemia|N|N|Both
C18.452.950.396|hyperkalemia|N|N|Both
C18.452.950.452|hypernatremia|N|N|Both
C18.452.950.509|hypocalcemia|N|N|Both
C18.452.950.565|hypokalemia|N|N|Both
C18.452.950.620|hyponatremia|N|N|Both
C18.452.950.626|inappropriate adh syndrome|N|N|Both
C18.452.950.932|water intoxication|N|N|Both
C18.654|nutrition disorders|N|N|Both
C18.654.180|child nutrition disorders|N|N|Both
C18.654.301|hypervitaminosis a|N|N|Both
C18.654.422|infant nutrition disorders|N|N|Both
C18.654.422.360|vitamin k deficiency bleeding|N|N|Both
C18.654.521|malnutrition|N|N|Both
C18.654.521.500|deficiency diseases|N|N|Both
C18.654.521.500.133|avitaminosis|N|N|Both
C18.654.521.500.133.115|ascorbic acid deficiency|N|N|Both
C18.654.521.500.133.115.661|scurvy|N|N|Both
C18.654.521.500.133.628|vitamin a deficiency|N|N|Both
C18.654.521.500.133.699|vitamin b deficiency|N|N|Both
C18.654.521.500.133.699.160|choline deficiency|N|N|Both
C18.654.521.500.133.699.308|folic acid deficiency|N|N|Both
C18.654.521.500.133.699.418|hyperhomocysteinemia|N|N|Both
C18.654.521.500.133.699.529|pellagra|N|N|Both
C18.654.521.500.133.699.713|riboflavin deficiency|N|N|Both
C18.654.521.500.133.699.827|thiamine deficiency|N|N|Both
C18.654.521.500.133.699.827.223|beriberi|N|N|Both
C18.654.521.500.133.699.827.822|wernicke encephalopathy|N|N|Both
C18.654.521.500.133.699.901|vitamin b 6 deficiency|N|N|Both
C18.654.521.500.133.699.923|vitamin b 12 deficiency|N|N|Both
C18.654.521.500.133.699.923.280|anemia, pernicious|N|N|Both
C18.654.521.500.133.699.923.640|subacute combined degeneration|N|N|Both
C18.654.521.500.133.770|vitamin d deficiency|N|N|Both
C18.654.521.500.133.770.496|osteomalacia|N|N|Old only
C18.654.521.500.133.770.734|rickets|N|N|Both
C18.654.521.500.133.770.734.500|hypophosphatemic rickets, x-linked dominant|N|N|Old only
C18.654.521.500.133.770.734.640|osteomalacia|N|N|New only
C18.654.521.500.133.770.734.750|chronic kidney disease-mineral and bone disorder|N|N|New only
C18.654.521.500.133.770.734.750|renal osteodystrophy|N|N|Old only
C18.654.521.500.133.770.734.875|rickets, hypophosphatemic|N|N|New only
C18.654.521.500.133.770.734.875.500|familial hypophosphatemic rickets|N|N|New only
C18.654.521.500.133.841|vitamin e deficiency|N|N|Both
C18.654.521.500.133.841.682|steatitis|N|N|Both
C18.654.521.500.133.912|vitamin k deficiency|N|N|Both
C18.654.521.500.133.912.360|vitamin k deficiency bleeding|N|N|Both
C18.654.521.500.439|magnesium deficiency|N|N|Both
C18.654.521.500.617|potassium deficiency|N|N|Both
C18.654.521.500.708|protein deficiency|N|N|Both
C18.654.521.500.708.626|protein-energy malnutrition|N|N|Both
C18.654.521.500.708.626.505|kwashiorkor|N|N|Old only
C18.654.521.500.857|swayback|N|N|Both
C18.654.521.625|fetal nutrition disorders|N|N|Both
C18.654.521.687|refeeding syndrome|N|N|Both
C18.654.521.719|severe acute malnutrition|N|N|New only
C18.654.521.719.500|kwashiorkor|N|N|New only
C18.654.521.750|starvation|N|N|Both
C18.654.726|overnutrition|N|N|Both
C18.654.726.500|obesity|N|N|Both
C18.654.726.500.695|obesity hypoventilation syndrome|Y|N|Both
C18.654.726.500.697|obesity, abdominal|N|N|Both
C18.654.726.500.698|obesity, metabolically benign|N|N|New only
C18.654.726.500.700|obesity, morbid|N|N|Both
C18.654.726.500.720|pediatric obesity|N|N|New only
C18.654.726.500.740|prader-willi syndrome|N|N|Both
C18.654.940|wasting syndrome|N|N|Both
C18.654.940.520|hiv wasting syndrome|N|N|Both
C19|endocrine system diseases|N|N|Both
C19.053|adrenal gland diseases|N|N|Both
C19.053.098|adrenal cortex diseases|N|N|Both
C19.053.098.265|adrenal cortex neoplasms|N|N|Both
C19.053.098.265.500|adrenocortical adenoma|N|N|Both
C19.053.098.265.750|adrenocortical carcinoma|N|N|Both
C19.053.347|adrenal gland neoplasms|N|N|Both
C19.053.347.500|adrenal cortex neoplasms|N|N|Both
C19.053.347.500.500|adrenocortical adenoma|N|N|Both
C19.053.347.500.750|adrenocortical carcinoma|N|N|Both
C19.053.440|adrenal hyperplasia, congenital|N|N|Both
C19.053.500|adrenal insufficiency|N|N|Both
C19.053.500.263|addison disease|N|N|Both
C19.053.500.270|adrenoleukodystrophy|N|N|Both
C19.053.500.480|hypoaldosteronism|N|N|Both
C19.053.500.740|waterhouse-friderichsen syndrome|N|N|Both
C19.053.800|adrenocortical hyperfunction|N|N|Both
C19.053.800.367|cushing syndrome|N|N|Both
C19.053.800.604|hyperaldosteronism|N|N|Both
C19.053.800.604.249|bartter syndrome|N|N|Both
C19.149|bone diseases, endocrine|N|N|Both
C19.246|diabetes mellitus|N|N|Both
C19.246.099|diabetes complications|N|N|Both
C19.246.099.500|diabetic angiopathies|N|N|Both
C19.246.099.500.191|diabetic foot|N|N|Both
C19.246.099.500.382|diabetic retinopathy|N|N|Both
C19.246.099.625|diabetic cardiomyopathies|N|N|New only
C19.246.099.750|diabetic coma|N|N|Both
C19.246.099.750.490|hyperglycemic hyperosmolar nonketotic coma|N|N|Both
C19.246.099.812|diabetic ketoacidosis|N|N|Both
C19.246.099.875|diabetic nephropathies|N|N|Both
C19.246.099.937|diabetic neuropathies|N|N|Both
C19.246.099.937.250|diabetic foot|N|N|Both
C19.246.099.968|fetal macrosomia|N|N|Both
C19.246.200|diabetes, gestational|N|N|Both
C19.246.240|diabetes mellitus, experimental|N|N|Both
C19.246.267|diabetes mellitus, type 1|N|N|Both
C19.246.267.960|wolfram syndrome|N|N|Both
C19.246.300|diabetes mellitus, type 2|N|N|Both
C19.246.300.500|diabetes mellitus, lipoatrophic|N|N|Both
C19.246.537|donohue syndrome|N|N|Both
C19.246.656|latent autoimmune diabetes in adults|N|N|New only
C19.246.774|prediabetic state|N|N|Both
C19.297|dwarfism|N|N|Both
C19.297.155|congenital hypothyroidism|N|N|Both
C19.297.312|dwarfism, pituitary|N|N|Both
C19.297.656|laron syndrome|N|N|Both
C19.344|endocrine gland neoplasms|N|N|Both
C19.344.078|adrenal gland neoplasms|N|N|Both
C19.344.078.265|adrenal cortex neoplasms|N|N|Both
C19.344.078.265.500|adrenocortical adenoma|N|N|Both
C19.344.078.265.750|adrenocortical carcinoma|N|N|Both
C19.344.400|multiple endocrine neoplasia|N|N|Both
C19.344.400.500|multiple endocrine neoplasia type 1|N|N|Both
C19.344.400.505|multiple endocrine neoplasia type 2a|N|N|Both
C19.344.400.510|multiple endocrine neoplasia type 2b|N|N|Both
C19.344.410|ovarian neoplasms|N|N|Both
C19.344.410.398|granulosa cell tumor|N|N|Both
C19.344.410.431|hereditary breast and ovarian cancer syndrome|N|N|New only
C19.344.410.464|luteoma|N|N|Both
C19.344.410.531|meigs syndrome|N|N|Both
C19.344.410.648|sertoli-leydig cell tumor|N|N|Both
C19.344.410.765|thecoma|N|N|Both
C19.344.421|pancreatic neoplasms|N|N|Both
C19.344.421.249|adenoma, islet cell|N|N|Both
C19.344.421.249.500|insulinoma|N|N|Both
C19.344.421.500|carcinoma, islet cell|N|N|Both
C19.344.421.500.124|gastrinoma|N|N|Both
C19.344.421.500.249|glucagonoma|N|N|Both
C19.344.421.500.500|somatostatinoma|N|N|Both
C19.344.421.500.750|vipoma|N|N|Both
C19.344.421.750|carcinoma, pancreatic ductal|N|N|Both
C19.344.473|paraneoplastic endocrine syndromes|N|N|Both
C19.344.525|parathyroid neoplasms|N|N|Both
C19.344.609|pituitary neoplasms|N|N|Both
C19.344.609.145|acth-secreting pituitary adenoma|N|N|Both
C19.344.609.145.500|nelson syndrome|N|N|Both
C19.344.609.292|growth hormone-secreting pituitary adenoma|N|N|Both
C19.344.609.792|prolactinoma|N|N|Both
C19.344.762|testicular neoplasms|N|N|Both
C19.344.762.500|sertoli-leydig cell tumor|N|N|Both
C19.344.762.500.249|leydig cell tumor|N|N|Both
C19.344.762.500.500|sertoli cell tumor|N|N|Both
C19.344.894|thyroid neoplasms|N|N|Both
C19.344.894.800|thyroid nodule|N|N|Both
C19.368|female athlete triad syndrome|N|N|New only
C19.391|gonadal disorders|N|N|Both
C19.391.119|disorders of sex development|N|N|New only
C19.391.119.064|46, xx disorders of sex development|N|N|New only
C19.391.119.064.124|46, xx testicular disorders of sex development|N|N|New only
C19.391.119.064.249|gonadal dysgenesis, 46,xx|N|N|New only
C19.391.119.064.500|hyperandrogenism|N|N|New only
C19.391.119.096|46, xy disorders of sex development|N|N|New only
C19.391.119.096.500|androgen-insensitivity syndrome|N|N|New only
C19.391.119.096.562|denys-drash syndrome|N|N|New only
C19.391.119.096.624|frasier syndrome|N|N|New only
C19.391.119.096.687|gonadal dysgenesis, 46,xy|N|N|New only
C19.391.119.096.687.500|gonadoblastoma|N|N|New only
C19.391.119.096.750|kallmann syndrome|N|N|New only
C19.391.119.096.875|wagr syndrome|N|N|New only
C19.391.119.129|adrenogenital syndrome|N|N|New only
C19.391.119.129.500|adrenal hyperplasia, congenital|N|N|New only
C19.391.119.129.750|hyperandrogenism|N|N|New only
